MONTHS,地区,城市/乡村,是否上网捆绑,QQ接入号,用户群类型,话单张数,用户数,自然时长（分钟）,记费次数,市话费（元）
0802,忠县局,乡村,未捆绑,96501,固定电话          ,16,7,13,32,3.20
0802,忠县局,乡村,未捆绑,966118,固定电话          ,1880,805,4765,6777,677.70
0802,忠县局,乡村,未捆绑,966118,后付费非包月小灵通,4,1,11,12,1.20
0802,忠县局,乡村,未捆绑,966118,卡式电话          ,35,18,223,220,20.51
0802,忠县局,乡村,未捆绑,966118,预付费非包月小灵通,6,2,13,16,1.57
0802,云阳局,城市,未捆绑,118318,固定电话          ,9,4,43,44,4.40
0802,云阳局,城市,未捆绑,118318,后付费包月小灵通  ,3,1,9,10,1.00
0802,云阳局,城市,未捆绑,118318,后付费非包月小灵通,16,3,30,35,3.50
0802,云阳局,城市,未捆绑,118318,预付费非包月小灵通,3,3,0,6,0.88
0802,云阳局,城市,未捆绑,96501,固定电话          ,5,3,2,10,1.00
0802,云阳局,城市,未捆绑,96501,后付费非包月小灵通,1,1,0,2,0.20
0802,云阳局,城市,未捆绑,96511,卡式电话          ,1,1,0,2,0.26
0802,云阳局,城市,未捆绑,966118,固定电话          ,174,74,878,1050,104.90
0802,云阳局,城市,未捆绑,966118,后付费非包月小灵通,69,3,638,640,64.00
0802,云阳局,城市,未捆绑,966118,卡式电话          ,17,2,81,85,7.79
0802,云阳局,城市,未捆绑,966118,预付费非包月小灵通,2,2,1,4,0.59
0802,云阳局,乡村,未捆绑,118318,固定电话          ,136,30,469,540,54.00
0802,云阳局,乡村,未捆绑,118318,预付费包月小灵通  ,1,1,0,2,0.00
0802,云阳局,乡村,未捆绑,118318,预付费非包月小灵通,6,2,8,15,1.47
0802,云阳局,乡村,未捆绑,96501,固定电话          ,7,3,6,14,1.40
0802,云阳局,乡村,未捆绑,966118,固定电话          ,4753,1584,17896,21840,2183.70
0802,云阳局,乡村,未捆绑,966118,卡式电话          ,22,12,115,118,10.56
0802,奉节局,城市,未捆绑,118318,固定电话          ,4,2,0,8,0.80
0802,奉节局,城市,未捆绑,118318,后付费包月小灵通  ,3,3,6,7,0.70
0802,奉节局,城市,未捆绑,118318,后付费非包月小灵通,4,3,4,8,0.80
0802,奉节局,城市,未捆绑,118318,预付费非包月小灵通,3,2,3,6,0.59
0802,奉节局,城市,未捆绑,96501,固定电话          ,9,3,8,18,1.80
0802,奉节局,城市,未捆绑,966118,固定电话          ,230,89,473,713,71.30
0802,奉节局,城市,未捆绑,966118,后付费包月小灵通  ,2,1,5,5,0.50
0802,奉节局,城市,未捆绑,966118,后付费非包月小灵通,32,1,96,124,12.40
0802,奉节局,城市,未捆绑,966118,预付费非包月小灵通,3,1,5,6,0.59
0802,奉节局,乡村,未捆绑,118318,固定电话          ,6,1,7,13,1.30
0802,奉节局,乡村,未捆绑,118318,后付费非包月小灵通,2,1,20,21,2.10
0802,奉节局,乡村,未捆绑,118318,预付费包月小灵通  ,2,1,1,4,0.00
0802,奉节局,乡村,未捆绑,118318,预付费非包月小灵通,6,5,70,74,7.25
0802,奉节局,乡村,未捆绑,96501,固定电话          ,7,3,10,14,1.40
0802,奉节局,乡村,未捆绑,966118,固定电话          ,1061,418,2744,3869,386.90
0802,奉节局,乡村,未捆绑,966118,预付费非包月小灵通,37,3,179,207,20.29
0802,巫山局,城市,未捆绑,118318,固定电话          ,7,4,27,28,2.80
0802,巫山局,城市,未捆绑,118318,后付费非包月小灵通,46,4,512,521,52.10
0802,巫山局,城市,未捆绑,96501,固定电话          ,8,6,7,16,1.60
0802,巫山局,城市,未捆绑,966118,固定电话          ,88,65,48,186,17.90
0802,巫山局,城市,未捆绑,966118,后付费非包月小灵通,9,1,35,40,4.00
0802,巫山局,乡村,未捆绑,96501,固定电话          ,5,2,5,10,1.00
0802,巫山局,乡村,未捆绑,966118,固定电话          ,196,100,501,725,72.50
0802,城口局,城市,未捆绑,118318,固定电话          ,22,4,196,199,19.90
0802,城口局,城市,未捆绑,966118,固定电话          ,20,8,160,167,16.70
0802,城口局,乡村,未捆绑,118318,预付费非包月小灵通,2,1,0,4,0.00
0802,城口局,乡村,未捆绑,966118,固定电话          ,16,5,56,67,6.70
0802,丰都局,城市,未捆绑,118318,固定电话          ,7,5,15,18,1.80
0802,丰都局,城市,未捆绑,118318,后付费非包月小灵通,43,5,3083,3069,306.90
0802,丰都局,城市,未捆绑,118318,预付费非包月小灵通,1,1,0,2,0.20
0802,丰都局,城市,未捆绑,11896555,卡式电话          ,1,1,0,2,0.17
0802,丰都局,城市,未捆绑,96501,后付费非包月小灵通,4,2,6,8,0.80
0802,丰都局,城市,未捆绑,966118,固定电话          ,152,37,739,839,67.70
0802,丰都局,城市,未捆绑,966118,后付费非包月小灵通,29,2,219,214,21.40
0802,丰都局,城市,未捆绑,966118,卡式电话          ,1,1,2,2,0.26
0802,丰都局,城市,未捆绑,966118,预付费非包月小灵通,5,1,15,17,1.67
0802,丰都局,乡村,未捆绑,118318,固定电话          ,15,5,19,35,3.50
0802,丰都局,乡村,未捆绑,118318,预付费非包月小灵通,6,3,3,12,1.18
0802,丰都局,乡村,未捆绑,11896555,卡式电话          ,1,1,0,2,0.17
0802,丰都局,乡村,未捆绑,96501,固定电话          ,5,2,3,10,1.00
0802,丰都局,乡村,未捆绑,966118,固定电话          ,384,100,1764,1900,190.00
0802,丰都局,乡村,未捆绑,966118,卡式电话          ,10,6,58,54,5.31
0802,丰都局,乡村,未捆绑,966118,预付费非包月小灵通,12,3,88,83,8.13
0802,南川局,城市,未捆绑,118318,固定电话          ,16,6,105,107,11.80
0802,南川局,城市,未捆绑,118318,后付费非包月小灵通,2,2,2,4,0.40
0802,南川局,城市,未捆绑,118318,预付费非包月小灵通,1,1,0,2,0.29
0802,南川局,城市,未捆绑,96501,固定电话          ,24,8,16,48,4.80
0802,南川局,城市,未捆绑,966118,固定电话          ,245,91,1316,1477,147.70
0802,南川局,城市,未捆绑,966118,后付费非包月小灵通,6,3,53,50,5.00
0802,南川局,乡村,未捆绑,118318,固定电话          ,70,19,182,234,23.40
0802,南川局,乡村,未捆绑,118318,后付费非包月小灵通,1,1,4,4,0.40
0802,南川局,乡村,未捆绑,11896555,卡式电话          ,1,1,2,2,0.17
0802,南川局,乡村,未捆绑,96501,固定电话          ,14,5,12,28,2.80
0802,南川局,乡村,未捆绑,966118,固定电话          ,950,282,6185,6653,665.30
0802,南川局,乡村,未捆绑,966118,卡式电话          ,2,2,8,8,0.77
0802,酉阳局,城市,未捆绑,118318,固定电话          ,18,4,182,187,18.70
0802,酉阳局,城市,未捆绑,118318,后付费非包月小灵通,8,2,18,20,2.00
0802,酉阳局,城市,未捆绑,96501,固定电话          ,9,4,6,18,1.80
0802,酉阳局,城市,未捆绑,966118,固定电话          ,129,68,383,524,52.40
0802,酉阳局,乡村,未捆绑,118318,固定电话          ,8,4,11,17,1.70
0802,酉阳局,乡村,未捆绑,118318,预付费包月小灵通  ,4,3,14,14,0.00
0802,酉阳局,乡村,未捆绑,118318,预付费非包月小灵通,2,2,3,4,0.00
0802,酉阳局,乡村,未捆绑,96501,固定电话          ,4,3,3,8,0.80
0802,酉阳局,乡村,未捆绑,966118,固定电话          ,198,78,550,737,73.70
0802,酉阳局,乡村,未捆绑,966118,预付费包月小灵通  ,108,3,685,755,0.00
0802,秀山局,城市,未捆绑,118318,固定电话          ,30,7,185,186,18.60
0802,秀山局,城市,未捆绑,118318,后付费包月小灵通  ,160,14,1427,1448,144.80
0802,秀山局,城市,未捆绑,118318,后付费非包月小灵通,20,4,20,31,0.60
0802,秀山局,城市,未捆绑,118318,预付费非包月小灵通,10,6,9,23,3.14
0802,秀山局,城市,未捆绑,11896555,卡式电话          ,1,1,0,2,0.17
0802,秀山局,城市,未捆绑,96501,固定电话          ,20,5,21,40,4.00
0802,秀山局,城市,未捆绑,96501,后付费包月小灵通  ,4,2,3,8,0.80
0802,秀山局,城市,未捆绑,966118,固定电话          ,589,280,1799,2441,243.90
0802,秀山局,城市,未捆绑,966118,后付费包月小灵通  ,37,6,295,295,29.50
0802,秀山局,城市,未捆绑,966118,后付费非包月小灵通,53,1,502,489,48.90
0802,秀山局,城市,未捆绑,966118,预付费非包月小灵通,1,1,12,12,1.76
0802,秀山局,乡村,未捆绑,118318,固定电话          ,14,3,247,249,24.90
0802,秀山局,乡村,未捆绑,118318,后付费包月小灵通  ,12,1,25,33,3.30
0802,秀山局,乡村,未捆绑,118318,后付费非包月小灵通,3,1,10,11,1.10
0802,秀山局,乡村,未捆绑,118318,预付费非包月小灵通,18,8,128,138,14.16
0802,秀山局,乡村,未捆绑,11896555,卡式电话          ,4,2,10,12,1.02
0802,秀山局,乡村,未捆绑,96501,固定电话          ,4,2,3,8,0.80
0802,秀山局,乡村,未捆绑,966118,固定电话          ,392,122,1300,1580,158.00
0802,秀山局,乡村,未捆绑,966118,后付费非包月小灵通,1,1,6,6,0.60
0802,秀山局,乡村,未捆绑,966118,预付费非包月小灵通,19,4,239,242,23.72
0802,彭水局,城市,未捆绑,118318,后付费包月小灵通  ,1,1,2,2,0.20
0802,彭水局,城市,未捆绑,118318,后付费非包月小灵通,3,2,0,6,0.60
0802,彭水局,城市,未捆绑,96501,固定电话          ,8,3,6,16,1.60
0802,彭水局,城市,未捆绑,966118,固定电话          ,76,22,367,435,17.60
0802,彭水局,城市,未捆绑,966118,后付费非包月小灵通,19,3,381,379,37.90
0802,彭水局,乡村,未捆绑,118318,固定电话          ,9,2,26,28,2.80
0802,彭水局,乡村,未捆绑,118318,预付费包月小灵通  ,82,4,520,548,0.00
0802,彭水局,乡村,未捆绑,118318,预付费非包月小灵通,14,5,15,30,2.45
0802,彭水局,乡村,未捆绑,966118,固定电话          ,570,134,2719,3111,310.90
0802,彭水局,乡村,未捆绑,966118,预付费包月小灵通  ,110,14,1853,1838,0.00
0802,彭水局,乡村,未捆绑,966118,预付费非包月小灵通,40,6,45,85,8.33
0802,綦江局,城市,未捆绑,118318,固定电话          ,68,9,1604,1613,161.30
0802,綦江局,城市,未捆绑,118318,后付费包月小灵通  ,5,2,24,27,2.70
0802,綦江局,城市,未捆绑,118318,后付费非包月小灵通,13,8,26,43,4.30
0802,綦江局,城市,未捆绑,96501,固定电话          ,18,8,7,36,3.60
0802,綦江局,城市,未捆绑,96501,后付费非包月小灵通,4,2,2,8,0.80
0802,綦江局,城市,未捆绑,966118,固定电话          ,247,23,2229,2282,227.90
0802,綦江局,城市,未捆绑,966118,后付费非包月小灵通,29,6,221,216,21.60
0802,綦江局,乡村,未捆绑,118318,固定电话          ,22,9,48,66,6.60
0802,綦江局,乡村,未捆绑,118318,预付费非包月小灵通,9,3,9,20,1.86
0802,綦江局,乡村,未捆绑,96501,固定电话          ,8,3,3,16,1.60
0802,綦江局,乡村,未捆绑,96501,后付费包月小灵通  ,1,1,0,2,0.20
0802,綦江局,乡村,未捆绑,966118,固定电话          ,326,110,1491,1774,177.40
0802,綦江局,乡村,未捆绑,966118,预付费非包月小灵通,5,2,2,10,0.20
0802,万盛局,城市,未捆绑,118318,固定电话          ,6,4,26,30,3.00
0802,万盛局,城市,未捆绑,118318,后付费非包月小灵通,5,3,1,10,1.00
0802,万盛局,城市,未捆绑,96501,后付费非包月小灵通,1,1,0,2,0.20
0802,万盛局,城市,未捆绑,966118,固定电话          ,173,82,107,377,37.70
0802,万盛局,城市,未捆绑,966118,后付费非包月小灵通,6,4,22,22,2.20
0802,万盛局,乡村,未捆绑,118318,固定电话          ,9,6,13,23,2.30
0802,万盛局,乡村,未捆绑,118318,预付费包月小灵通  ,22,1,156,160,0.00
0802,万盛局,乡村,未捆绑,118318,预付费非包月小灵通,46,4,572,587,14.80
0802,万盛局,乡村,未捆绑,96501,固定电话          ,5,3,2,10,1.00
0802,万盛局,乡村,未捆绑,966118,固定电话          ,177,58,956,1072,107.20
0802,万盛局,乡村,未捆绑,966118,预付费包月小灵通  ,20,1,214,213,0.00
0802,铜梁局,城市,未捆绑,118318,固定电话          ,116,15,1291,1289,131.00
0802,铜梁局,城市,未捆绑,118318,后付费包月小灵通  ,67,3,464,441,21.70
0802,铜梁局,城市,未捆绑,118318,后付费非包月小灵通,2,2,12,12,1.20
0802,铜梁局,城市,未捆绑,96501,固定电话          ,6,5,2,12,1.20
0802,铜梁局,城市,未捆绑,96501,后付费包月小灵通  ,2,1,1,4,0.40
0802,铜梁局,城市,未捆绑,966118,固定电话          ,325,62,3108,3150,316.30
0802,铜梁局,城市,未捆绑,966118,后付费包月小灵通  ,71,2,1073,1059,13.00
0802,铜梁局,城市,未捆绑,966118,后付费非包月小灵通,2,1,5,4,0.40
0802,铜梁局,乡村,未捆绑,118318,固定电话          ,19,7,32,46,4.60
0802,铜梁局,乡村,未捆绑,118318,预付费非包月小灵通,3,2,3,6,0.59
0802,铜梁局,乡村,未捆绑,96501,固定电话          ,21,11,10,42,4.20
0802,铜梁局,乡村,未捆绑,966118,固定电话          ,517,137,2832,3078,307.80
0802,铜梁局,乡村,未捆绑,966118,卡式电话          ,17,9,49,61,4.92
0802,铜梁局,乡村,未捆绑,966118,预付费非包月小灵通,2,2,22,22,1.96
0802,梁平局,城市,未捆绑,118318,固定电话          ,43,9,399,400,40.00
0802,梁平局,城市,未捆绑,118318,后付费包月小灵通  ,3,3,3,6,0.60
0802,梁平局,城市,未捆绑,118318,后付费非包月小灵通,15,10,47,56,5.60
0802,梁平局,城市,未捆绑,96501,固定电话          ,10,5,10,20,2.00
0802,梁平局,城市,未捆绑,966118,固定电话          ,215,123,497,758,75.20
0802,梁平局,城市,未捆绑,966118,后付费包月小灵通  ,6,2,74,73,7.30
0802,梁平局,城市,未捆绑,966118,后付费非包月小灵通,22,6,52,66,6.60
0802,梁平局,乡村,未捆绑,118318,固定电话          ,34,9,143,154,15.40
0802,梁平局,乡村,未捆绑,118318,预付费包月小灵通  ,1,1,1,2,0.00
0802,梁平局,乡村,未捆绑,96501,固定电话          ,17,6,20,34,3.40
0802,梁平局,乡村,未捆绑,966118,固定电话          ,1656,810,3703,5689,568.40
0802,梁平局,乡村,未捆绑,966118,卡式电话          ,13,6,47,46,4.55
0802,武隆局,城市,未捆绑,118318,固定电话          ,19,6,48,60,6.00
0802,武隆局,城市,未捆绑,118318,后付费非包月小灵通,11,2,116,119,11.90
0802,武隆局,城市,未捆绑,118318,预付费非包月小灵通,9,2,19,24,3.53
0802,武隆局,城市,未捆绑,11896555,卡式电话          ,4,1,3,8,0.68
0802,武隆局,城市,未捆绑,96501,固定电话          ,7,3,5,14,1.40
0802,武隆局,城市,未捆绑,96501,后付费非包月小灵通,3,1,3,6,0.60
0802,武隆局,城市,未捆绑,966118,固定电话          ,44,21,513,539,53.90
0802,武隆局,城市,未捆绑,966118,后付费包月小灵通  ,1,1,0,2,0.20
0802,武隆局,城市,未捆绑,966118,卡式电话          ,1,1,6,5,0.51
0802,武隆局,城市,未捆绑,966118,预付费包月小灵通  ,1,1,10,10,0.00
0802,武隆局,乡村,未捆绑,118318,固定电话          ,8,3,8,17,1.70
0802,武隆局,乡村,未捆绑,118318,后付费非包月小灵通,1,1,0,2,0.20
0802,武隆局,乡村,未捆绑,118318,预付费包月小灵通  ,3,1,2,6,0.59
0802,武隆局,乡村,未捆绑,118318,预付费非包月小灵通,4,1,0,8,0.78
0802,武隆局,乡村,未捆绑,96501,固定电话          ,8,2,14,16,1.60
0802,武隆局,乡村,未捆绑,966118,固定电话          ,201,65,1183,1293,129.30
0802,武隆局,乡村,未捆绑,966118,预付费非包月小灵通,1,1,0,2,0.00
0802,垫江局,城市,未捆绑,118318,固定电话          ,79,17,497,515,51.50
0802,垫江局,城市,未捆绑,118318,后付费非包月小灵通,9,1,59,57,5.70
0802,垫江局,城市,未捆绑,118318,预付费包月小灵通  ,2,1,12,11,0.00
0802,垫江局,城市,未捆绑,118318,预付费非包月小灵通,2,2,12,13,1.27
0802,垫江局,城市,未捆绑,11896555,卡式电话          ,15,10,20,31,2.64
0802,垫江局,城市,未捆绑,96501,固定电话          ,9,3,10,18,1.80
0802,垫江局,城市,未捆绑,96501,后付费非包月小灵通,1,1,0,2,0.20
0802,垫江局,城市,未捆绑,966118,固定电话          ,100,53,344,476,45.10
0802,垫江局,城市,未捆绑,966118,后付费包月小灵通  ,76,1,78,178,17.80
0802,垫江局,城市,未捆绑,966118,后付费非包月小灵通,1,1,3,3,0.30
0802,垫江局,城市,未捆绑,966118,卡式电话          ,11,2,44,43,4.29
0802,垫江局,乡村,未捆绑,118318,固定电话          ,35,11,96,123,12.30
0802,垫江局,乡村,未捆绑,118318,预付费包月小灵通  ,33,2,137,156,0.00
0802,垫江局,乡村,未捆绑,118318,预付费非包月小灵通,6,5,5,12,0.39
0802,垫江局,乡村,未捆绑,11896555,卡式电话          ,7,4,15,19,1.62
0802,垫江局,乡村,未捆绑,96501,固定电话          ,4,3,1,8,0.80
0802,垫江局,乡村,未捆绑,966118,固定电话          ,2043,614,8884,10736,1072.10
0802,垫江局,乡村,未捆绑,966118,卡式电话          ,1,1,26,26,2.31
0802,垫江局,乡村,未捆绑,966118,预付费包月小灵通  ,3,1,79,78,0.00
0802,垫江局,乡村,未捆绑,966118,预付费非包月小灵通,1,1,9,9,0.88
0802,黔江局,城市,未捆绑,118318,固定电话          ,29,6,168,175,17.50
0802,黔江局,城市,未捆绑,118318,后付费包月小灵通  ,3,1,3,7,0.70
0802,黔江局,城市,未捆绑,118318,后付费非包月小灵通,2,2,13,15,2.15
0802,黔江局,城市,未捆绑,118318,卡式电话          ,4,1,22,23,2.14
0802,黔江局,城市,未捆绑,118318,预付费非包月小灵通,1,1,0,2,0.20
0802,黔江局,城市,未捆绑,96501,固定电话          ,31,11,31,62,6.20
0802,黔江局,城市,未捆绑,966118,固定电话          ,264,163,644,945,92.90
0802,黔江局,城市,未捆绑,966118,后付费非包月小灵通,33,3,326,328,32.80
0802,黔江局,城市,未捆绑,966118,卡式电话          ,22,4,66,72,7.22
0802,黔江局,城市,未捆绑,966118,预付费非包月小灵通,27,2,100,100,14.41
0802,黔江局,乡村,未捆绑,118318,预付费包月小灵通  ,22,1,200,192,0.00
0802,黔江局,乡村,未捆绑,118318,预付费非包月小灵通,4,3,23,28,3.92
0802,黔江局,乡村,未捆绑,96501,固定电话          ,6,3,6,12,1.20
0802,黔江局,乡村,未捆绑,966118,固定电话          ,389,70,1273,1516,151.50
0802,黔江局,乡村,未捆绑,966118,预付费非包月小灵通,3,3,1,6,0.59
0802,南坪局,城市,未捆绑,118318,固定电话          ,455,88,3444,3532,353.10
0802,南坪局,城市,未捆绑,118318,后付费包月小灵通  ,479,53,2782,2946,294.60
0802,南坪局,城市,未捆绑,118318,后付费非包月小灵通,77,20,563,588,58.80
0802,南坪局,城市,未捆绑,118318,卡式电话          ,5,3,13,15,1.38
0802,南坪局,城市,未捆绑,118318,预付费包月小灵通  ,626,54,4335,4422,433.36
0802,南坪局,城市,未捆绑,118318,预付费非包月小灵通,292,91,1073,1251,134.55
0802,南坪局,城市,未捆绑,96501,固定电话          ,56,34,39,112,11.20
0802,南坪局,城市,未捆绑,96501,后付费包月小灵通  ,2,2,2,4,0.40
0802,南坪局,城市,未捆绑,96501,后付费非包月小灵通,3,2,1,6,0.60
0802,南坪局,城市,未捆绑,966118,固定电话          ,2906,1399,8395,11912,1193.00
0802,南坪局,城市,未捆绑,966118,后付费包月小灵通  ,456,33,4307,4391,439.10
0802,南坪局,城市,未捆绑,966118,后付费非包月小灵通,39,8,417,417,41.80
0802,南坪局,城市,未捆绑,966118,卡式电话          ,49,12,335,367,16.04
0802,南坪局,城市,未捆绑,966118,预付费包月小灵通  ,408,26,4822,4865,476.87
0802,南坪局,城市,未捆绑,966118,预付费非包月小灵通,272,52,1403,1497,168.56
0802,上清寺局,城市,未捆绑,118318,固定电话          ,519,99,3060,3202,320.40
0802,上清寺局,城市,未捆绑,118318,后付费包月小灵通  ,560,72,6547,6627,662.70
0802,上清寺局,城市,未捆绑,118318,后付费非包月小灵通,237,36,2160,2225,211.70
0802,上清寺局,城市,未捆绑,118318,卡式电话          ,31,12,172,199,12.45
0802,上清寺局,城市,未捆绑,118318,预付费包月小灵通  ,2006,65,5842,7777,762.15
0802,上清寺局,城市,未捆绑,118318,预付费非包月小灵通,218,70,704,831,86.00
0802,上清寺局,城市,未捆绑,11896555,卡式电话          ,2,2,9,13,0.47
0802,上清寺局,城市,未捆绑,96501,固定电话          ,58,32,45,116,11.60
0802,上清寺局,城市,未捆绑,96501,后付费包月小灵通  ,1,1,0,2,0.20
0802,上清寺局,城市,未捆绑,966118,固定电话          ,1417,551,5941,7144,714.60
0802,上清寺局,城市,未捆绑,966118,后付费包月小灵通  ,537,62,6492,6527,652.70
0802,上清寺局,城市,未捆绑,966118,后付费非包月小灵通,71,18,886,882,88.20
0802,上清寺局,城市,未捆绑,966118,卡式电话          ,44,33,255,297,14.59
0802,上清寺局,城市,未捆绑,966118,预付费包月小灵通  ,661,30,6855,6877,673.95
0802,上清寺局,城市,未捆绑,966118,预付费非包月小灵通,153,36,1413,1424,143.57
0802,观音桥局,城市,未捆绑,118318,固定电话          ,439,84,4527,4640,464.00
0802,观音桥局,城市,未捆绑,118318,后付费包月小灵通  ,655,74,5516,5655,564.70
0802,观音桥局,城市,未捆绑,118318,后付费非包月小灵通,141,32,704,751,75.10
0802,观音桥局,城市,未捆绑,118318,卡式电话          ,25,11,72,82,6.71
0802,观音桥局,城市,未捆绑,118318,预付费包月小灵通  ,423,72,3639,3718,364.36
0802,观音桥局,城市,未捆绑,118318,预付费非包月小灵通,231,54,1017,1124,121.86
0802,观音桥局,城市,未捆绑,96501,固定电话          ,88,16,71,176,17.60
0802,观音桥局,城市,未捆绑,96501,后付费非包月小灵通,2,1,1,4,0.40
0802,观音桥局,城市,未捆绑,966118,固定电话          ,3275,1869,8585,13269,1325.30
0802,观音桥局,城市,未捆绑,966118,后付费包月小灵通  ,477,55,4971,4971,497.10
0802,观音桥局,城市,未捆绑,966118,后付费非包月小灵通,78,19,485,493,49.30
0802,观音桥局,城市,未捆绑,966118,卡式电话          ,12,8,52,58,4.86
0802,观音桥局,城市,未捆绑,966118,预付费包月小灵通  ,358,36,6179,6151,604.22
0802,观音桥局,城市,未捆绑,966118,预付费非包月小灵通,185,35,1098,1122,118.09
0802,沙坪坝局,城市,未捆绑,118318,固定电话          ,522,105,15040,15202,1540.50
0802,沙坪坝局,城市,未捆绑,118318,后付费包月小灵通  ,782,88,5323,5728,572.80
0802,沙坪坝局,城市,未捆绑,118318,后付费非包月小灵通,181,29,1270,1329,129.20
0802,沙坪坝局,城市,未捆绑,118318,卡式电话          ,25,8,193,211,16.95
0802,沙坪坝局,城市,未捆绑,118318,预付费包月小灵通  ,862,76,5849,6072,595.06
0802,沙坪坝局,城市,未捆绑,118318,预付费非包月小灵通,256,95,857,1071,123.68
0802,沙坪坝局,城市,未捆绑,11896555,卡式电话          ,1,1,0,2,0.17
0802,沙坪坝局,城市,未捆绑,96501,固定电话          ,67,30,55,133,13.20
0802,沙坪坝局,城市,未捆绑,96501,后付费包月小灵通  ,10,3,10,20,2.00
0802,沙坪坝局,城市,未捆绑,96501,后付费非包月小灵通,6,3,4,12,1.20
0802,沙坪坝局,城市,未捆绑,966118,固定电话          ,3046,1563,10030,13623,1360.98
0802,沙坪坝局,城市,未捆绑,966118,后付费包月小灵通  ,555,58,6245,6293,629.30
0802,沙坪坝局,城市,未捆绑,966118,后付费非包月小灵通,96,24,1117,1124,112.40
0802,沙坪坝局,城市,未捆绑,966118,卡式电话          ,29,14,270,277,17.47
0802,沙坪坝局,城市,未捆绑,966118,预付费包月小灵通  ,413,32,6078,5973,585.35
0802,沙坪坝局,城市,未捆绑,966118,预付费非包月小灵通,150,42,742,777,92.90
0802,沙坪坝局,乡村,未捆绑,966118,固定电话          ,1,1,1,2,0.20
0802,杨家坪局,城市,未捆绑,118318,固定电话          ,603,120,5882,6119,610.10
0802,杨家坪局,城市,未捆绑,118318,后付费包月小灵通  ,551,86,3269,3481,350.45
0802,杨家坪局,城市,未捆绑,118318,后付费非包月小灵通,85,29,382,417,42.50
0802,杨家坪局,城市,未捆绑,118318,卡式电话          ,10,7,43,47,3.91
0802,杨家坪局,城市,未捆绑,118318,预付费包月小灵通  ,601,68,5300,5368,526.06
0802,杨家坪局,城市,未捆绑,118318,预付费非包月小灵通,431,101,1896,2106,233.78
0802,杨家坪局,城市,未捆绑,11896555,卡式电话          ,3,2,12,16,0.60
0802,杨家坪局,城市,未捆绑,96501,固定电话          ,55,26,53,109,10.60
0802,杨家坪局,城市,未捆绑,96501,后付费包月小灵通  ,2,1,1,4,0.40
0802,杨家坪局,城市,未捆绑,96501,后付费非包月小灵通,2,1,1,4,0.60
0802,杨家坪局,城市,未捆绑,966118,固定电话          ,3219,1500,17334,20910,2094.20
0802,杨家坪局,城市,未捆绑,966118,后付费包月小灵通  ,585,52,4045,4233,423.30
0802,杨家坪局,城市,未捆绑,966118,后付费非包月小灵通,44,13,514,526,52.60
