MONTHS,地区,城市/乡村,是否上网捆绑,QQ接入号,用户群类型,话单张数,用户数,自然时长（分钟）,记费次数,市话费（元）
0802,杨家坪局,城市,未捆绑,966118,卡式电话          ,24,15,57,83,5.69
0802,杨家坪局,城市,未捆绑,966118,预付费包月小灵通  ,282,31,2590,2653,259.99
0802,杨家坪局,城市,未捆绑,966118,预付费非包月小灵通,254,54,1241,1354,162.53
0802,北部新区局,城市,未捆绑,118318,固定电话          ,52,19,363,397,39.60
0802,北部新区局,城市,未捆绑,118318,后付费包月小灵通  ,64,8,435,454,45.40
0802,北部新区局,城市,未捆绑,118318,后付费非包月小灵通,30,4,155,162,16.20
0802,北部新区局,城市,未捆绑,118318,卡式电话          ,6,1,40,37,3.68
0802,北部新区局,城市,未捆绑,118318,预付费包月小灵通  ,72,9,706,728,71.34
0802,北部新区局,城市,未捆绑,118318,预付费非包月小灵通,13,9,58,69,9.26
0802,北部新区局,城市,未捆绑,96501,固定电话          ,2,1,1,4,0.40
0802,北部新区局,城市,未捆绑,966118,固定电话          ,1071,661,2373,3885,388.20
0802,北部新区局,城市,未捆绑,966118,后付费包月小灵通  ,1,1,7,7,0.70
0802,北部新区局,城市,未捆绑,966118,后付费非包月小灵通,3,1,24,25,2.50
0802,北部新区局,城市,未捆绑,966118,卡式电话          ,2,2,4,5,0.51
0802,北部新区局,城市,未捆绑,966118,预付费包月小灵通  ,68,8,543,538,52.72
0802,北部新区局,城市,未捆绑,966118,预付费非包月小灵通,58,5,98,134,13.72
0802,北部新区局,乡村,未捆绑,966118,固定电话          ,72,4,245,269,26.90
0802,大客户事业部,城市,未捆绑,118318,固定电话          ,470,32,3522,3648,364.50
0802,大客户事业部,城市,未捆绑,118318,后付费包月小灵通  ,25,5,197,206,20.60
0802,大客户事业部,城市,未捆绑,118318,后付费非包月小灵通,13,2,81,82,8.20
0802,大客户事业部,城市,未捆绑,96501,固定电话          ,24,11,18,48,4.80
0802,大客户事业部,城市,未捆绑,966118,固定电话          ,707,199,4020,4537,453.70
0802,大客户事业部,城市,未捆绑,966118,后付费包月小灵通  ,11,3,111,109,10.90
0802,大客户事业部,城市,未捆绑,966118,后付费非包月小灵通,7,3,37,38,3.80
0802,未归类区县局,城市,未捆绑,118318,固定电话          ,6,2,39,40,4.00
0802,未归类区县局,城市,未捆绑,118318,卡式电话          ,5,1,39,38,3.59
0802,未归类区县局,城市,未捆绑,118318,预付费非包月小灵通,295,7,3846,3845,0.00
0802,未归类区县局,城市,未捆绑,966118,固定电话          ,23,14,137,161,16.04
0802,未归类区县局,城市,未捆绑,966118,卡式电话          ,6,2,4,12,0.70
0802,未归类区县局,城市,未捆绑,966118,预付费非包月小灵通,125,8,1715,1713,0.00
0802,未归类分公司,城市,未捆绑,118318,后付费包月小灵通  ,27,3,196,202,20.20
0802,未归类分公司,城市,未捆绑,118318,预付费非包月小灵通,88,1,695,669,65.56
0802,未归类分公司,城市,未捆绑,966118,后付费包月小灵通  ,17,1,347,342,34.20
0802,未归类分公司,城市,未捆绑,966118,预付费非包月小灵通,1,1,0,2,0.20
0803,渝北电信公司,城市,未捆绑,118318,固定电话          ,42,16,252,262,26.20
0803,渝北电信公司,城市,未捆绑,118318,后付费包月小灵通  ,601,28,4595,4671,467.10
0803,渝北电信公司,城市,未捆绑,118318,后付费非包月小灵通,158,13,537,618,61.80
0803,渝北电信公司,城市,未捆绑,118318,预付费包月小灵通  ,1392,57,9181,9552,0.20
0803,渝北电信公司,城市,未捆绑,118318,预付费非包月小灵通,3,2,8,8,1.08
0803,渝北电信公司,城市,未捆绑,96501,固定电话          ,3,3,1,6,0.60
0803,渝北电信公司,城市,未捆绑,96501,后付费非包月小灵通,1,1,0,2,0.20
0803,渝北电信公司,城市,未捆绑,96511,卡式电话          ,1,1,0,2,0.26
0803,渝北电信公司,城市,未捆绑,966118,固定电话          ,491,269,1424,2027,197.98
0803,渝北电信公司,城市,未捆绑,966118,后付费包月小灵通  ,263,29,2480,2497,249.70
0803,渝北电信公司,城市,未捆绑,966118,后付费非包月小灵通,146,20,1800,1790,179.00
0803,渝北电信公司,城市,未捆绑,966118,卡式电话          ,5,4,29,29,2.75
0803,渝北电信公司,城市,未捆绑,966118,预付费包月小灵通  ,1380,55,16341,16595,0.00
0803,渝北电信公司,城市,未捆绑,966118,预付费非包月小灵通,3,1,34,36,5.29
0803,渝北电信公司,乡村,未捆绑,118318,固定电话          ,7,6,11,17,1.70
0803,渝北电信公司,乡村,未捆绑,118318,后付费包月小灵通  ,8,4,26,32,0.00
0803,渝北电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,17671,939,153896,158318,42.24
0803,渝北电信公司,乡村,未捆绑,118318,预付费非包月小灵通,259,40,2512,2564,14.46
0803,渝北电信公司,乡村,未捆绑,96501,固定电话          ,3,3,1,6,0.60
0803,渝北电信公司,乡村,未捆绑,966118,固定电话          ,91,60,160,290,29.00
0803,渝北电信公司,乡村,未捆绑,966118,后付费包月小灵通  ,4,4,286,289,0.00
0803,渝北电信公司,乡村,未捆绑,966118,卡式电话          ,4,3,81,80,7.20
0803,渝北电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,20316,1071,241956,244072,41.16
0803,渝北电信公司,乡村,未捆绑,966118,预付费非包月小灵通,402,34,5354,5413,8.48
0803,璧山电信公司,城市,未捆绑,118318,固定电话          ,16,7,64,72,7.20
0803,璧山电信公司,城市,未捆绑,118318,后付费包月小灵通  ,2052,109,13324,14053,1405.30
0803,璧山电信公司,城市,未捆绑,118318,后付费非包月小灵通,43,20,136,166,16.80
0803,璧山电信公司,城市,未捆绑,118318,预付费非包月小灵通,6,2,12,17,1.67
0803,璧山电信公司,城市,未捆绑,966118,固定电话          ,148,107,215,426,42.60
0803,璧山电信公司,城市,未捆绑,966118,后付费包月小灵通  ,983,56,9425,9523,952.30
0803,璧山电信公司,城市,未捆绑,966118,后付费非包月小灵通,51,9,805,809,80.90
0803,璧山电信公司,乡村,未捆绑,118318,固定电话          ,179,10,866,930,93.00
0803,璧山电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,193,11,2137,2133,0.78
0803,璧山电信公司,乡村,未捆绑,118318,预付费非包月小灵通,55,10,234,272,11.27
0803,璧山电信公司,乡村,未捆绑,966118,固定电话          ,297,185,1423,1827,182.70
0803,璧山电信公司,乡村,未捆绑,966118,后付费非包月小灵通,2,1,10,12,1.20
0803,璧山电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,48,5,257,294,0.00
0803,璧山电信公司,乡村,未捆绑,966118,预付费非包月小灵通,36,3,70,100,6.66
0803,江津电信公司,城市,未捆绑,118318,固定电话          ,21,4,55,66,6.60
0803,江津电信公司,城市,未捆绑,118318,后付费包月小灵通  ,42,4,162,186,18.60
0803,江津电信公司,城市,未捆绑,118318,后付费非包月小灵通,25,10,69,81,8.10
0803,江津电信公司,城市,未捆绑,118318,预付费非包月小灵通,2,2,2,4,0.39
0803,江津电信公司,城市,未捆绑,966118,固定电话          ,184,116,425,673,69.20
0803,江津电信公司,城市,未捆绑,966118,后付费包月小灵通  ,82,4,477,477,47.70
0803,江津电信公司,城市,未捆绑,966118,后付费非包月小灵通,59,7,875,883,88.30
0803,江津电信公司,城市,未捆绑,966118,预付费非包月小灵通,2,2,0,4,0.39
0803,江津电信公司,乡村,未捆绑,118318,固定电话          ,35,7,577,573,57.30
0803,江津电信公司,乡村,未捆绑,118318,卡式电话          ,1,1,3,3,0.34
0803,江津电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,6,1,79,79,0.00
0803,江津电信公司,乡村,未捆绑,96501,固定电话          ,1,1,0,2,0.20
0803,江津电信公司,乡村,未捆绑,966118,固定电话          ,580,348,1327,2039,214.46
0803,江津电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,41,1,487,493,0.00
0803,合川电信公司,城市,未捆绑,118318,固定电话          ,23,9,114,113,11.30
0803,合川电信公司,城市,未捆绑,118318,后付费包月小灵通  ,10,2,33,35,3.50
0803,合川电信公司,城市,未捆绑,118318,后付费非包月小灵通,14,5,90,94,9.40
0803,合川电信公司,城市,未捆绑,118318,卡式电话          ,29,2,275,268,24.87
0803,合川电信公司,城市,未捆绑,966118,固定电话          ,306,136,2608,2872,289.80
0803,合川电信公司,城市,未捆绑,966118,后付费非包月小灵通,12,5,111,107,10.80
0803,合川电信公司,城市,未捆绑,966118,卡式电话          ,13,1,163,156,14.47
0803,合川电信公司,乡村,未捆绑,118318,固定电话          ,102,33,590,616,62.80
0803,合川电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,83,4,498,541,0.00
0803,合川电信公司,乡村,未捆绑,118318,预付费非包月小灵通,256,7,1041,1137,2.16
0803,合川电信公司,乡村,未捆绑,966118,固定电话          ,304,102,995,1137,120.40
0803,合川电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,72,4,396,419,0.00
0803,合川电信公司,乡村,未捆绑,966118,预付费非包月小灵通,2,2,10,12,1.27
0803,北碚电信公司,城市,未捆绑,118318,固定电话          ,88,18,767,811,81.10
0803,北碚电信公司,城市,未捆绑,118318,后付费包月小灵通  ,373,42,3523,3556,355.60
0803,北碚电信公司,城市,未捆绑,118318,后付费非包月小灵通,638,61,4091,4327,432.70
0803,北碚电信公司,城市,未捆绑,118318,卡式电话          ,26,4,193,190,17.77
0803,北碚电信公司,城市,未捆绑,118318,预付费包月小灵通  ,2765,119,24647,25611,3.82
0803,北碚电信公司,城市,未捆绑,118318,预付费非包月小灵通,65,3,219,242,0.59
0803,北碚电信公司,城市,未捆绑,96501,固定电话          ,2,2,1,4,0.40
0803,北碚电信公司,城市,未捆绑,966118,固定电话          ,256,68,2170,2268,226.80
0803,北碚电信公司,城市,未捆绑,966118,后付费包月小灵通  ,808,73,8164,8169,816.90
0803,北碚电信公司,城市,未捆绑,966118,后付费非包月小灵通,1225,133,12522,12672,1267.60
0803,北碚电信公司,城市,未捆绑,966118,卡式电话          ,67,21,330,336,30.97
0803,北碚电信公司,城市,未捆绑,966118,预付费包月小灵通  ,3088,115,40109,40447,2.65
0803,北碚电信公司,城市,未捆绑,966118,预付费非包月小灵通,63,2,279,291,1.37
0803,北碚电信公司,乡村,未捆绑,118318,固定电话          ,50,10,272,276,27.60
0803,北碚电信公司,乡村,未捆绑,118318,后付费包月小灵通  ,66,3,1134,1158,115.80
0803,北碚电信公司,乡村,未捆绑,118318,后付费非包月小灵通,15,2,78,81,8.10
0803,北碚电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,7178,422,76731,78060,9.41
0803,北碚电信公司,乡村,未捆绑,118318,预付费非包月小灵通,481,35,5392,5427,9.80
0803,北碚电信公司,乡村,未捆绑,96501,固定电话          ,2,2,0,4,0.40
0803,北碚电信公司,乡村,未捆绑,966118,固定电话          ,92,53,725,808,80.80
0803,北碚电信公司,乡村,未捆绑,966118,后付费非包月小灵通,27,5,361,364,36.40
0803,北碚电信公司,乡村,未捆绑,966118,卡式电话          ,2,2,13,12,1.20
0803,北碚电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,9870,473,115072,116485,9.60
0803,北碚电信公司,乡村,未捆绑,966118,预付费非包月小灵通,378,34,4049,4113,28.52
0803,巴南电信公司,城市,未捆绑,118318,固定电话          ,202,31,1955,1982,198.20
0803,巴南电信公司,城市,未捆绑,118318,后付费包月小灵通  ,111,20,1453,1511,30.50
0803,巴南电信公司,城市,未捆绑,118318,后付费非包月小灵通,236,16,1371,1417,141.70
0803,巴南电信公司,城市,未捆绑,118318,预付费包月小灵通  ,2961,173,28505,29266,0.00
0803,巴南电信公司,城市,未捆绑,118318,预付费非包月小灵通,32,6,149,150,0.49
0803,巴南电信公司,城市,未捆绑,96501,固定电话          ,2,2,1,4,0.40
0803,巴南电信公司,城市,未捆绑,966118,固定电话          ,970,538,2799,4028,400.80
0803,巴南电信公司,城市,未捆绑,966118,后付费包月小灵通  ,136,12,1538,1552,97.90
0803,巴南电信公司,城市,未捆绑,966118,后付费非包月小灵通,205,17,2874,2858,285.80
0803,巴南电信公司,城市,未捆绑,966118,卡式电话          ,30,11,127,133,12.28
0803,巴南电信公司,城市,未捆绑,966118,预付费包月小灵通  ,3727,167,39822,40415,22.15
0803,巴南电信公司,城市,未捆绑,966118,预付费非包月小灵通,4,1,20,17,0.00
0803,巴南电信公司,乡村,未捆绑,118318,固定电话          ,20,10,106,123,12.30
0803,巴南电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,2518,180,27381,28011,19.31
0803,巴南电信公司,乡村,未捆绑,118318,预付费非包月小灵通,35,21,89,115,9.80
0803,巴南电信公司,乡村,未捆绑,96501,固定电话          ,2,1,0,4,0.40
0803,巴南电信公司,乡村,未捆绑,966118,固定电话          ,350,203,1092,1533,154.40
0803,巴南电信公司,乡村,未捆绑,966118,后付费包月小灵通  ,2,2,14,16,0.00
0803,巴南电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,3989,223,50009,50538,29.20
0803,巴南电信公司,乡村,未捆绑,966118,预付费非包月小灵通,49,19,873,898,9.70
0803,永川电信公司,城市,未捆绑,118318,固定电话          ,46,15,363,375,36.60
0803,永川电信公司,城市,未捆绑,118318,后付费包月小灵通  ,64,12,170,209,20.90
0803,永川电信公司,城市,未捆绑,118318,后付费非包月小灵通,212,21,1381,1385,138.50
0803,永川电信公司,城市,未捆绑,118318,预付费包月小灵通  ,97,1,626,630,0.00
0803,永川电信公司,城市,未捆绑,96501,固定电话          ,1,1,0,2,0.20
0803,永川电信公司,城市,未捆绑,966118,固定电话          ,551,236,1473,2088,205.90
0803,永川电信公司,城市,未捆绑,966118,后付费包月小灵通  ,64,7,840,824,82.40
0803,永川电信公司,城市,未捆绑,966118,后付费非包月小灵通,85,17,948,955,95.50
0803,永川电信公司,城市,未捆绑,966118,卡式电话          ,16,5,87,86,8.32
0803,永川电信公司,城市,未捆绑,966118,预付费包月小灵通  ,3,1,4,6,0.00
0803,永川电信公司,城市,未捆绑,966118,预付费非包月小灵通,3,1,0,6,0.88
0803,永川电信公司,乡村,未捆绑,118318,固定电话          ,21,12,39,55,5.50
0803,永川电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,9,1,80,78,0.00
0803,永川电信公司,乡村,未捆绑,966118,固定电话          ,1791,855,5709,7693,766.30
0803,万州电信公司,城市,未捆绑,118318,固定电话          ,63,10,803,814,81.40
0803,万州电信公司,城市,未捆绑,118318,后付费非包月小灵通,77,21,113,195,19.50
0803,万州电信公司,城市,未捆绑,118318,预付费包月小灵通  ,21,3,123,132,0.59
0803,万州电信公司,城市,未捆绑,96501,固定电话          ,1,1,0,2,0.20
0803,万州电信公司,城市,未捆绑,96511,固定电话          ,2,1,0,4,0.40
0803,万州电信公司,城市,未捆绑,96511,卡式电话          ,2,2,0,4,0.52
0803,万州电信公司,城市,未捆绑,966118,固定电话          ,84,35,244,331,33.10
0803,万州电信公司,城市,未捆绑,966118,后付费非包月小灵通,10,6,21,25,2.50
0803,万州电信公司,城市,未捆绑,966118,卡式电话          ,116,19,648,647,61.00
0803,万州电信公司,城市,未捆绑,966118,预付费非包月小灵通,1,1,0,2,0.20
0803,万州电信公司,乡村,未捆绑,118318,固定电话          ,72,18,236,298,29.80
0803,万州电信公司,乡村,未捆绑,118318,后付费非包月小灵通,3,3,12,15,1.50
0803,万州电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,1,1,22,22,0.00
0803,万州电信公司,乡村,未捆绑,118318,预付费非包月小灵通,5,4,19,24,2.35
0803,万州电信公司,乡村,未捆绑,966118,固定电话          ,278,110,1435,1619,161.90
0803,万州电信公司,乡村,未捆绑,966118,后付费非包月小灵通,3,1,22,21,2.10
0803,万州电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,5,1,83,82,0.00
0803,万州电信公司,乡村,未捆绑,966118,预付费非包月小灵通,3,2,2,6,0.59
0803,开县电信公司,城市,未捆绑,118318,固定电话          ,24,4,119,128,12.80
0803,开县电信公司,城市,未捆绑,118318,后付费非包月小灵通,6,2,12,16,1.60
0803,开县电信公司,城市,未捆绑,966118,固定电话          ,1175,751,2106,3868,386.70
0803,开县电信公司,城市,未捆绑,966118,后付费非包月小灵通,1,1,1,2,0.20
0803,开县电信公司,城市,未捆绑,966118,卡式电话          ,29,11,243,244,21.94
0803,开县电信公司,乡村,未捆绑,118318,固定电话          ,51,13,289,305,30.50
0803,开县电信公司,乡村,未捆绑,118318,预付费非包月小灵通,1,1,0,2,0.20
0803,开县电信公司,乡村,未捆绑,966118,固定电话          ,1346,579,3861,5372,536.70
0803,开县电信公司,乡村,未捆绑,966118,卡式电话          ,1,1,0,2,0.09
0803,开县电信公司,乡村,未捆绑,966118,预付费非包月小灵通,1,1,2,2,0.20
0803,涪陵电信公司,城市,未捆绑,118318,固定电话          ,15,8,39,40,4.00
0803,涪陵电信公司,城市,未捆绑,118318,后付费包月小灵通  ,151,7,1031,1029,102.90
0803,涪陵电信公司,城市,未捆绑,118318,后付费非包月小灵通,34,4,202,215,21.50
0803,涪陵电信公司,城市,未捆绑,118318,预付费非包月小灵通,1,1,0,2,0.20
0803,涪陵电信公司,城市,未捆绑,966118,固定电话          ,138,60,1424,1517,151.70
0803,涪陵电信公司,城市,未捆绑,966118,后付费包月小灵通  ,107,11,1536,1516,151.60
0803,涪陵电信公司,城市,未捆绑,966118,后付费非包月小灵通,36,7,444,445,44.50
0803,涪陵电信公司,城市,未捆绑,966118,预付费非包月小灵通,1,1,2,2,0.20
0803,涪陵电信公司,乡村,未捆绑,118318,固定电话          ,34,3,341,353,35.30
0803,涪陵电信公司,乡村,未捆绑,118318,后付费非包月小灵通,34,1,101,101,10.10
0803,涪陵电信公司,乡村,未捆绑,118318,预付费非包月小灵通,29,4,343,343,0.00
0803,涪陵电信公司,乡村,未捆绑,966118,固定电话          ,303,117,1874,2087,210.40
0803,涪陵电信公司,乡村,未捆绑,966118,后付费非包月小灵通,14,1,44,44,4.40
0803,涪陵电信公司,乡村,未捆绑,966118,预付费非包月小灵通,12,2,69,66,0.00
0803,石柱电信公司,城市,未捆绑,118318,固定电话          ,14,4,80,86,8.60
0803,石柱电信公司,城市,未捆绑,118318,后付费非包月小灵通,5,4,6,4,0.90
0803,石柱电信公司,城市,未捆绑,118318,预付费非包月小灵通,5,1,2,10,0.98
0803,石柱电信公司,城市,未捆绑,11896555,卡式电话          ,2,1,25,24,2.06
0803,石柱电信公司,城市,未捆绑,966118,固定电话          ,42,21,113,153,15.30
0803,石柱电信公司,城市,未捆绑,966118,后付费非包月小灵通,3,1,29,27,3.00
0803,石柱电信公司,乡村,未捆绑,118318,固定电话          ,3,2,2,6,0.60
0803,石柱电信公司,乡村,未捆绑,118318,预付费非包月小灵通,31,8,46,81,7.74
0803,石柱电信公司,乡村,未捆绑,966118,固定电话          ,204,125,303,568,56.80
0803,石柱电信公司,乡村,未捆绑,966118,预付费非包月小灵通,11,3,35,38,3.72
0803,长寿电信公司,城市,未捆绑,118318,固定电话          ,41,8,144,159,15.90
0803,长寿电信公司,城市,未捆绑,118318,后付费包月小灵通  ,198,14,1661,1661,166.10
0803,长寿电信公司,城市,未捆绑,118318,后付费非包月小灵通,10,4,111,113,11.30
0803,长寿电信公司,城市,未捆绑,118318,卡式电话          ,4,4,15,15,1.46
0803,长寿电信公司,城市,未捆绑,118318,预付费非包月小灵通,4,2,12,15,1.91
0803,长寿电信公司,城市,未捆绑,966118,固定电话          ,205,124,324,607,60.30
0803,长寿电信公司,城市,未捆绑,966118,后付费包月小灵通  ,38,5,432,428,42.80
0803,长寿电信公司,城市,未捆绑,966118,后付费非包月小灵通,18,3,331,330,33.00
0803,长寿电信公司,城市,未捆绑,966118,卡式电话          ,61,23,290,296,27.75
0803,长寿电信公司,乡村,未捆绑,118318,固定电话          ,41,11,123,155,15.50
0803,长寿电信公司,乡村,未捆绑,118318,卡式电话          ,1,1,6,6,0.60
0803,长寿电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,37,3,962,959,0.00
0803,长寿电信公司,乡村,未捆绑,118318,预付费非包月小灵通,4,3,9,12,0.98
0803,长寿电信公司,乡村,未捆绑,966118,固定电话          ,417,142,1039,1340,133.90
0803,长寿电信公司,乡村,未捆绑,966118,卡式电话          ,11,6,78,80,7.30
0803,大足电信公司,城市,未捆绑,118318,固定电话          ,6,5,9,13,1.30
0803,大足电信公司,城市,未捆绑,118318,后付费包月小灵通  ,14,6,84,90,9.00
0803,大足电信公司,城市,未捆绑,118318,后付费非包月小灵通,7,2,24,22,2.20
0803,大足电信公司,城市,未捆绑,96501,固定电话          ,2,2,1,4,0.40
0803,大足电信公司,城市,未捆绑,966118,固定电话          ,150,83,220,432,43.20
0803,大足电信公司,城市,未捆绑,966118,后付费包月小灵通  ,4,2,31,36,3.60
0803,大足电信公司,城市,未捆绑,966118,后付费非包月小灵通,3,1,19,23,2.30
0803,大足电信公司,乡村,未捆绑,118318,固定电话          ,1,1,0,2,0.20
0803,大足电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,35,2,305,307,0.00
0803,大足电信公司,乡村,未捆绑,966118,固定电话          ,323,233,421,897,89.60
0803,大足电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,70,1,888,906,0.00
0803,双桥电信公司,城市,未捆绑,118318,固定电话          ,28,5,347,356,35.60
0803,双桥电信公司,城市,未捆绑,118318,后付费包月小灵通  ,711,31,5620,5957,595.70
0803,双桥电信公司,城市,未捆绑,118318,后付费非包月小灵通,245,16,1005,1059,105.90
0803,双桥电信公司,城市,未捆绑,966118,固定电话          ,142,17,1414,1452,143.00
0803,双桥电信公司,城市,未捆绑,966118,后付费包月小灵通  ,125,10,1984,1964,196.40
0803,双桥电信公司,城市,未捆绑,966118,后付费非包月小灵通,136,4,1503,1490,149.00
0803,潼南电信公司,城市,未捆绑,118318,固定电话          ,147,1,340,441,44.10
0803,潼南电信公司,城市,未捆绑,118318,后付费包月小灵通  ,3,2,1,6,0.60
0803,潼南电信公司,城市,未捆绑,118318,后付费非包月小灵通,2,2,3,4,0.40
0803,潼南电信公司,城市,未捆绑,118318,卡式电话          ,4,2,12,10,1.20
0803,潼南电信公司,城市,未捆绑,96511,卡式电话          ,1,1,0,2,0.26
0803,潼南电信公司,城市,未捆绑,966118,固定电话          ,139,85,231,428,42.50
0803,潼南电信公司,城市,未捆绑,966118,后付费包月小灵通  ,7,6,29,32,3.20
0803,潼南电信公司,城市,未捆绑,966118,后付费非包月小灵通,16,3,39,50,5.00
0803,潼南电信公司,城市,未捆绑,966118,卡式电话          ,27,11,124,132,11.86
0803,潼南电信公司,乡村,未捆绑,118318,固定电话          ,18,5,92,103,10.30
0803,潼南电信公司,乡村,未捆绑,118318,卡式电话          ,2,2,4,5,0.51
0803,潼南电信公司,乡村,未捆绑,118318,预付费非包月小灵通,1,1,0,2,0.00
0803,潼南电信公司,乡村,未捆绑,966118,固定电话          ,621,309,916,1681,168.00
0803,潼南电信公司,乡村,未捆绑,966118,卡式电话          ,3,1,66,65,5.82
0803,潼南电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,63,3,854,856,0.00
0803,荣昌电信公司,城市,未捆绑,118318,固定电话          ,97,12,471,497,49.70
0803,荣昌电信公司,城市,未捆绑,118318,后付费包月小灵通  ,143,31,982,1026,102.60
0803,荣昌电信公司,城市,未捆绑,118318,后付费非包月小灵通,1477,88,11918,12267,1226.70
0803,荣昌电信公司,城市,未捆绑,966118,固定电话          ,107,47,215,348,34.80
0803,荣昌电信公司,城市,未捆绑,966118,后付费包月小灵通  ,83,14,1572,1556,155.60
0803,荣昌电信公司,城市,未捆绑,966118,后付费非包月小灵通,733,49,7657,8103,810.30
0803,荣昌电信公司,城市,未捆绑,966118,卡式电话          ,1,1,1,2,0.17
0803,荣昌电信公司,乡村,未捆绑,118318,固定电话          ,62,21,187,226,23.00
0803,荣昌电信公司,乡村,未捆绑,118318,后付费非包月小灵通,5,1,7,11,0.00
0803,荣昌电信公司,乡村,未捆绑,118318,预付费包月小灵通  ,8,3,68,71,0.00
0803,荣昌电信公司,乡村,未捆绑,118318,预付费非包月小灵通,1,1,8,8,0.78
0803,荣昌电信公司,乡村,未捆绑,966118,固定电话          ,81,46,296,375,38.20
0803,荣昌电信公司,乡村,未捆绑,966118,预付费包月小灵通  ,19,2,376,373,0.00
0803,巫溪电信公司,城市,未捆绑,118318,固定电话          ,3,2,8,11,1.10
0803,巫溪电信公司,城市,未捆绑,966118,固定电话          ,85,54,78,211,20.90
0803,巫溪电信公司,乡村,未捆绑,118318,固定电话          ,19,5,25,45,4.50
0803,巫溪电信公司,乡村,未捆绑,96501,固定电话          ,1,1,0,2,0.20
0803,巫溪电信公司,乡村,未捆绑,966118,固定电话          ,417,217,503,1107,110.70
0803,巫溪电信公司,乡村,未捆绑,966118,卡式电话          ,6,1,39,40,3.60
0803,忠县电信公司,城市,未捆绑,118318,固定电话          ,4,3,2,8,0.80
